"Year","Occupation minor group","Occupation unit group","Country","Region","GeoCode","Observation status","Value"
"2020","222 Therapy Professionals","","Scotland","","S92000003","Normal Value",33.6626417855836
"2019","223 Nursing and Midwifery Professionals","","Scotland","","S92000003","Normal Value",139.11006168433
"2020","223 Nursing and Midwifery Professionals","","Scotland","","S92000003","Normal Value",114.52616172704
"2019","321 Health Associate Professionals","","Scotland","","S92000003","Normal Value",22.1477861365841
"2020","321 Health Associate Professionals","","Scotland","","S92000003","Normal Value",25.4299304793267
"2019","221 Health Professionals","2211 Medical practitioners","Scotland","","S92000003","Normal Value",57.6574597770578
"2020","221 Health Professionals","2211 Medical practitioners","Scotland","","S92000003","Normal Value",53.9699963410172
"2019","221 Health Professionals","2212 Psychologists","Scotland","","S92000003","Normal Value",4.57598887119507
"2020","221 Health Professionals","2212 Psychologists","Scotland","","S92000003","Normal Value",5.85437248444932
"2019","221 Health Professionals","2213 Pharmacists","Scotland","","S92000003","Normal Value",8.96893818754233
"2020","221 Health Professionals","2213 Pharmacists","Scotland","","S92000003","Normal Value",14.0870837907062
"2019","221 Health Professionals","2214 Ophthalmic opticians","Scotland","","S92000003","Normal Value",4.94206798089067
"2020","221 Health Professionals","2214 Ophthalmic opticians","Scotland","","S92000003","Normal Value",3.65898280278083
"2019","221 Health Professionals","2215 Dental practitioners","Scotland","","S92000003","Normal Value",4.75902842604287
"2020","221 Health Professionals","2215 Dental practitioners","Scotland","","S92000003","Normal Value",4.39077936333699
"2019","221 Health Professionals","2217 Medical radiographers","Scotland","","S92000003","Normal Value",4.94206798089067
"2020","221 Health Professionals","2217 Medical radiographers","Scotland","","S92000003","Normal Value",4.20783022319795
"2019","221 Health Professionals","2218 Podiatrists","Scotland","","S92000003","Normal Value",2.01343510332583
"2020","221 Health Professionals","2218 Podiatrists","Scotland","","S92000003","Normal Value",2.56128796194658
"2019","221 Health Professionals","2219 Health professionals n.e.c.","Scotland","","S92000003","Normal Value",10.4332546263248
"2020","221 Health Professionals","2219 Health professionals n.e.c.","Scotland","","S92000003","Normal Value",10.2451518477863
"2019","222 Therapy Professionals","2221 Physiotherapists","Scotland","","S92000003","Normal Value",13.5449270587374
"2020","222 Therapy Professionals","2221 Physiotherapists","Scotland","","S92000003","Normal Value",12.6234906695939
"2019","222 Therapy Professionals","2222 Occupational therapists","Scotland","","S92000003","Normal Value",8.41981952299892
"2020","222 Therapy Professionals","2222 Occupational therapists","Scotland","","S92000003","Normal Value",12.0746432491767
"2019","222 Therapy Professionals","2223 Speech and language therapists","Scotland","","S92000003","Normal Value",2.19647465817363
"2020","222 Therapy Professionals","2223 Speech and language therapists","Scotland","","S92000003","Normal Value",3.47603366264179
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","Scotland","","S92000003","Normal Value",4.94206798089067
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","Scotland","","S92000003","Normal Value",5.48847420417124
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","Scotland","","S92000003","Normal Value",133.2527959292
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","Scotland","","S92000003","Normal Value",108.488840102452
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","Scotland","","S92000003","Normal Value",6.04030530997749
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","Scotland","","S92000003","Normal Value",6.03732162458836
"2019","321 Health Associate Professionals","3213 Paramedics","Scotland","","S92000003","Normal Value",5.67422620028188
"2020","321 Health Associate Professionals","3213 Paramedics","Scotland","","S92000003","Normal Value",6.03732162458836
"2019","321 Health Associate Professionals","3216 Dispensing opticians","Scotland","","S92000003","Estimate is less than 500",NA
"2020","321 Health Associate Professionals","3216 Dispensing opticians","Scotland","","S92000003","Normal Value",0.914745700695207
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","Scotland","","S92000003","Normal Value",4.02687020665166
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","Scotland","","S92000003","Normal Value",6.22027076472741
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","Scotland","","S92000003","Normal Value",5.30814709058628
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","Scotland","","S92000003","Normal Value",7.86681302597878
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","Scotland","","S92000003","Normal Value",6.22334486482529
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","Scotland","","S92000003","Normal Value",4.39077936333699
"2019","221 Health Professionals","","Wales","","W92000004","Normal Value",84.6845058119896
"2020","221 Health Professionals","","Wales","","W92000004","Normal Value",101.275056111429
"2019","222 Therapy Professionals","","Wales","","W92000004","Normal Value",27.593827736491
"2020","222 Therapy Professionals","","Wales","","W92000004","Normal Value",28.71037416243
"2019","223 Nursing and Midwifery Professionals","","Wales","","W92000004","Normal Value",115.132867452256
"2020","223 Nursing and Midwifery Professionals","","Wales","","W92000004","Normal Value",112.948504946703
"2019","321 Health Associate Professionals","","Wales","","W92000004","Normal Value",26.0079755677272
"2020","321 Health Associate Professionals","","Wales","","W92000004","Normal Value",30.918864482617
"2019","221 Health Professionals","2211 Medical practitioners","Wales","","W92000004","Normal Value",42.5008381228712
"2020","221 Health Professionals","2211 Medical practitioners","Wales","","W92000004","Normal Value",54.8967593875036
"2019","221 Health Professionals","2212 Psychologists","Wales","","W92000004","Normal Value",4.75755650629155
"2020","221 Health Professionals","2212 Psychologists","Wales","","W92000004","Normal Value",3.78598340603473
"2019","221 Health Professionals","2213 Pharmacists","Wales","","W92000004","Normal Value",13.0039877838636
"2020","221 Health Professionals","2213 Pharmacists","Wales","","W92000004","Normal Value",15.774930858478
"2019","221 Health Professionals","2214 Ophthalmic opticians","Wales","","W92000004","Normal Value",3.48887477128047
"2020","221 Health Professionals","2214 Ophthalmic opticians","Wales","","W92000004","Normal Value",2.20849032018693
"2019","221 Health Professionals","2215 Dental practitioners","Wales","","W92000004","Estimate is less than 500",NA
"2020","221 Health Professionals","2215 Dental practitioners","Wales","","W92000004","Normal Value",11.3579502181042
"2019","221 Health Professionals","2217 Medical radiographers","Wales","","W92000004","Normal Value",5.70906780754986
"2020","221 Health Professionals","2217 Medical radiographers","Wales","","W92000004","Normal Value",2.52398893735649
"2019","221 Health Professionals","2218 Podiatrists","Wales","","W92000004","Normal Value",2.85453390377493
"2020","221 Health Professionals","2218 Podiatrists","Wales","","W92000004","Estimate is less than 500",NA
"2019","221 Health Professionals","2219 Health professionals n.e.c.","Wales","","W92000004","Normal Value",10.7837947475942
"2020","221 Health Professionals","2219 Health professionals n.e.c.","Wales","","W92000004","Normal Value",9.46495851508683
"2019","222 Therapy Professionals","2221 Physiotherapists","Wales","","W92000004","Normal Value",9.5151130125831
"2020","222 Therapy Professionals","2221 Physiotherapists","Wales","","W92000004","Normal Value",8.51846266357814
"2019","222 Therapy Professionals","2222 Occupational therapists","Wales","","W92000004","Normal Value",6.66057910880817
"2020","222 Therapy Professionals","2222 Occupational therapists","Wales","","W92000004","Normal Value",9.14945989791727
"2019","222 Therapy Professionals","2223 Speech and language therapists","Wales","","W92000004","Normal Value",2.53736347002216
"2020","222 Therapy Professionals","2223 Speech and language therapists","Wales","","W92000004","Normal Value",3.15498617169561
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","Wales","","W92000004","Normal Value",8.88077214507756
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","Wales","","W92000004","Normal Value",7.88746542923902
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","Wales","","W92000004","Normal Value",107.520777042189
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","Wales","","W92000004","Normal Value",106.638532603312
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","Wales","","W92000004","Normal Value",7.61209041006648
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","Wales","","W92000004","Normal Value",6.30997234339122
"2019","321 Health Associate Professionals","3213 Paramedics","Wales","","W92000004","Normal Value",3.48887477128047
"2020","321 Health Associate Professionals","3213 Paramedics","Wales","","W92000004","Normal Value",4.10148202320429
"2019","321 Health Associate Professionals","3216 Dispensing opticians","Wales","","W92000004","Normal Value",1.58585216876385
"2020","321 Health Associate Professionals","3216 Dispensing opticians","Wales","","W92000004","Normal Value",2.52398893735649
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","Wales","","W92000004","Normal Value",5.07472694004432
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","Wales","","W92000004","Normal Value",7.88746542923902
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","Wales","","W92000004","Normal Value",6.97774954256094
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","Wales","","W92000004","Normal Value",5.36347649188254
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","Wales","","W92000004","Normal Value",8.56360171132479
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","Wales","","W92000004","Normal Value",11.0424516009346
