"Year","Series","Age","Sex","Country","Region","Industry sector","Occupation","Units","Unit multiplier","Observation status","Value"
"2019/20-2021/22","Non-fatal injury","","","England","London","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1010"
"2001/02-2003/04","Non-fatal injury","","","England","South East","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3620"
"2004/05-2006/07","Non-fatal injury","","","England","South East","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3000"
"2007/08-2009/10","Non-fatal injury","","","England","South East","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2910"
"2010/11-2012/13","Non-fatal injury","25 to 34","","England","South East","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2210"
"2013/14-2015/16","Non-fatal injury","","","England","South East","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2090"
"2016/17-2018/19","Non-fatal injury","","","England","South East","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1980"
"2019/20-2021/22","Non-fatal injury","","","England","South East","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1800"
"2001/02-2003/04","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4100"
"2004/05-2006/07","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3530"
"2007/08-2009/10","Non-fatal injury","16 to 24","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3050"
"2010/11-2012/13","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2510"
"2013/14-2015/16","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2150"
"2016/17-2018/19","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2190"
"2019/20-2021/22","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2340"
"2001/02-2003/04","Non-fatal injury","","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4100"
"2004/05-2006/07","Non-fatal injury","","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3100"
"2007/08-2009/10","Non-fatal injury","","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2990"
"2010/11-2012/13","Non-fatal injury","","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2290"
"2013/14-2015/16","Non-fatal injury","","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2680"
"2016/17-2018/19","Non-fatal injury","45 to 54","Male","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2140"
"2019/20-2021/22","Non-fatal injury","55 and over","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1780"
"2001/02-2003/04","Non-fatal injury","","","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3550"
"2004/05-2006/07","Non-fatal injury","","","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3250"
"2007/08-2009/10","Non-fatal injury","16 to 24","Female","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2480"
"2010/11-2012/13","Non-fatal injury","","","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1940"
"2013/14-2015/16","Non-fatal injury","","","Scotland","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","1960"
"2016/17-2018/19","Non-fatal injury","","","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1660"
"2019/20-2021/22","Non-fatal injury","","","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1630"
"2001/02-2003/04","Non-fatal injury","","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3690"
"2004/05-2006/07","Non-fatal injury","","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3120"
"2010/11-2012/13","Non-fatal injury","","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2150"
"2013/14-2015/16","Non-fatal injury","","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2060"
"2019/20-2021/22","Non-fatal injury","","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1790"
"2001/02-2003/04","Non-fatal injury","16 to 24","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4200"
"2004/05-2006/07","Non-fatal injury","16 to 24","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3650"
"2010/11-2012/13","Non-fatal injury","16 to 24","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2400"
"2016/17-2018/19","Non-fatal injury","16 to 24","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2020"
"2019/20-2021/22","Non-fatal injury","16 to 24","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2290"
"2001/02-2003/04","Non-fatal injury","25 to 34","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3880"
"2004/05-2006/07","Non-fatal injury","25 to 34","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3120"
"2007/08-2009/10","Non-fatal injury","25 to 34","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2470"
"2013/14-2015/16","Non-fatal injury","25 to 34","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1970"
"2019/20-2021/22","Non-fatal injury","25 to 34","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1820"
"2001/02-2003/04","Non-fatal injury","35 to 44","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3610"
"2004/05-2006/07","Non-fatal injury","35 to 44","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2960"
"2016/17-2018/19","Non-fatal injury","35 to 44","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1600"
"2019/20-2021/22","Non-fatal injury","35 to 44","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1450"
"2019/20-2021/22","Non-fatal injury","35 to 44","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1450"
"2001/02-2003/04","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3420"
"2004/05-2006/07","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3110"
"2007/08-2009/10","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2820"
"2010/11-2012/13","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2010"
"2016/17-2018/19","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1870"
"2019/20-2021/22","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1860"
"2001/02-2003/04","Non-fatal injury","55 and over","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3410"
"2004/05-2006/07","Non-fatal injury","55 and over","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2890"
"2007/08-2009/10","Non-fatal injury","55 and over","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2470"
"2013/14-2015/16","Non-fatal injury","55 and over","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2170"
"2016/17-2018/19","Non-fatal injury","55 and over","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1890"
"2001/02-2003/04","Non-fatal injury","","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4500"
"2004/05-2006/07","Non-fatal injury","","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3730"
"2007/08-2009/10","Non-fatal injury","","Male","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","3120"
"2010/11-2012/13","Non-fatal injury","","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2480"
"2013/14-2015/16","Non-fatal injury","","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2390"
"2016/17-2018/19","Non-fatal injury","","Male","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2170"
"2016/17-2018/19","Non-fatal injury","","Male","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2170"
"2019/20-2021/22","Non-fatal injury","","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2010"
"2001/02-2003/04","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","5280"
"2004/05-2006/07","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4580"
"2007/08-2009/10","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3620"
"2010/11-2012/13","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2570"
"2013/14-2015/16","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2650"
"2016/17-2018/19","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2620"
"2019/20-2021/22","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2470"
"2001/02-2003/04","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","5150"
"2004/05-2006/07","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4110"
"2007/08-2009/10","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3090"
"2010/11-2012/13","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2660"
"2013/14-2015/16","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2400"
"2016/17-2018/19","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2300"
"2019/20-2021/22","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2250"
"2001/02-2003/04","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4570"
"2004/05-2006/07","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3630"
"2007/08-2009/10","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3280"
"2010/11-2012/13","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2560"
"2013/14-2015/16","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2210"
"2016/17-2018/19","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1950"
"2019/20-2021/22","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1650"
"2001/02-2003/04","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3870"
"2004/05-2006/07","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3460"
"2007/08-2009/10","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3090"
"2010/11-2012/13","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2230"
"2013/14-2015/16","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2460"
"2019/20-2021/22","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2050"
"2004/05-2006/07","Non-fatal injury","55 and over","Male","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","3050"
"2010/11-2012/13","Non-fatal injury","55 and over","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2430"
"2013/14-2015/16","Non-fatal injury","55 and over","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2370"
"2016/17-2018/19","Non-fatal injury","55 and over","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2050"
"2001/02-2003/04","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2730"
"2004/05-2006/07","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2400"
"2007/08-2009/10","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2150"
"2010/11-2012/13","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1780"
"2013/14-2015/16","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1690"
"2016/17-2018/19","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1500"
"2019/20-2021/22","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1550"
"2001/02-2003/04","Non-fatal injury","16 to 24","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3050"
"2004/05-2006/07","Non-fatal injury","16 to 24","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2670"
"2010/11-2012/13","Non-fatal injury","16 to 24","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2220"
"2013/14-2015/16","Non-fatal injury","16 to 24","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1810"
"2016/17-2018/19","Non-fatal injury","16 to 24","Female","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1390"
"2001/02-2003/04","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2350"
"2004/05-2006/07","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1950"
"2007/08-2009/10","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1750"
"2010/11-2012/13","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1690"
"2013/14-2015/16","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1460"
"2016/17-2018/19","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1600"
"2019/20-2021/22","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1330"
"2001/02-2003/04","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2500"
"2004/05-2006/07","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2190"
"2007/08-2009/10","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1900"
"2010/11-2012/13","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1560"
"2013/14-2015/16","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1340"
"2016/17-2018/19","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1200"
"2019/20-2021/22","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1230"
"2001/02-2003/04","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2920"
"2007/08-2009/10","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2530"
"2010/11-2012/13","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1780"
"2013/14-2015/16","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1970"
"2016/17-2018/19","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1570"
"2019/20-2021/22","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1650"
"2001/02-2003/04","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3180"
"2004/05-2006/07","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2680"
"2007/08-2009/10","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2210"
"2010/11-2012/13","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1850"
"2013/14-2015/16","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1930"
"2016/17-2018/19","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1700"
"2019/20-2021/22","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1700"
"2001/02-2003/04","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4980"
"2004/05-2006/07","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","5360"
"2007/08-2009/10","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","5090"
"2010/11-2012/13","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","3840"
"2013/14-2015/16","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4380"
"2016/17-2018/19","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4110"
"2019/20-2021/22","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4100"
"2002/03-2006/07","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","5160"
"2007/08-2011/12","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4730"
"2012/13-2016/17","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","3980"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4190"
"2001/02-2003/04","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4620"
"2004/05-2006/07","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","3710"
"2007/08-2009/10","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2930"
"2010/11-2012/13","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2580"
"2013/14-2015/16","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2270"
"2016/17-2018/19","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2130"
"2002/03-2006/07","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4040"
"2007/08-2011/12","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2780"
"2012/13-2016/17","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2310"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2030"
"2001/02-2003/04","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","5070"
"2004/05-2006/07","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","4030"
"2007/08-2009/10","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","3730"
"2010/11-2012/13","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","2940"
"2013/14-2015/16","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","3050"
"2016/17-2018/19","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","2420"
"2019/20-2021/22","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","2880"
"2002/03-2006/07","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","4420"
"2007/08-2011/12","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","3450"
"2012/13-2016/17","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","2950"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","2620"
"2001/02-2003/04","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","3200"
"2007/08-2009/10","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2600"
"2010/11-2012/13","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2140"
"2013/14-2015/16","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2200"
"2016/17-2018/19","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2220"
"2019/20-2021/22","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2060"
"2002/03-2006/07","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","3100"
"2007/08-2011/12","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2450"
"2012/13-2016/17","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2160"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2130"
"2001/02-2003/04","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","4450"
"2004/05-2006/07","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","3700"
"2007/08-2009/10","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","3700"
"2010/11-2012/13","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","2870"
"2013/14-2015/16","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","2500"
"2019/20-2021/22","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","2080"
"2002/03-2006/07","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","3940"
"2007/08-2011/12","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","3410"
"2012/13-2016/17","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","2550"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","1860"
"2001/02-2003/04","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","4310"
"2004/05-2006/07","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","3870"
"2013/14-2015/16","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2570"
"2016/17-2018/19","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2250"
"2019/20-2021/22","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2420"
"2002/03-2006/07","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","4050"
"2007/08-2011/12","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2820"
"2012/13-2016/17","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2610"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2340"
"2001/02-2003/04","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1180"
"2004/05-2006/07","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1060"
"2007/08-2009/10","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","920"
"2010/11-2012/13","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","780"
"2013/14-2015/16","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","870"
"2016/17-2018/19","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","720"
"2019/20-2021/22","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","660"
"2002/03-2006/07","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1100"
"2007/08-2011/12","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","850"
"2012/13-2016/17","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","860"
"2017/18-2021/22 (Note A, Note B)","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","660"
"2001/02-2003/04","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2820"
"2004/05-2006/07","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2580"
"2007/08-2009/10","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2420"
"2010/11-2012/13","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1550"
"2013/14-2015/16","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1670"
"2019/20-2021/22","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1570"
"2002/03-2006/07","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2650"
"2007/08-2011/12","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2080"
