"Year","Series","Age","Sex","Country","Region","Industry sector","Occupation","Units","Unit multiplier","Observation status","Value"
"2014/15","Non-fatal injury","","","England","South East","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2090"
"2017/18","Non-fatal injury","","","England","South East","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1980"
"2020/21","Non-fatal injury","","","England","South East","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1800"
"2002/03","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4100"
"2005/06","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3530"
"2008/09","Non-fatal injury","16 to 24","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3050"
"2011/12","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2510"
"2014/15","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2150"
"2017/18","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2190"
"2020/21","Non-fatal injury","","","England","South West","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2340"
"2002/03","Non-fatal injury","","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4100"
"2005/06","Non-fatal injury","","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3100"
"2008/09","Non-fatal injury","","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2990"
"2011/12","Non-fatal injury","","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2290"
"2014/15","Non-fatal injury","","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2680"
"2017/18","Non-fatal injury","45 to 54","Male","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2140"
"2020/21","Non-fatal injury","55 and over","","Wales","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1780"
"2002/03","Non-fatal injury","","","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3550"
"2005/06","Non-fatal injury","","","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3250"
"2008/09","Non-fatal injury","16 to 24","Female","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2480"
"2011/12","Non-fatal injury","","","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1940"
"2014/15","Non-fatal injury","","","Scotland","","Arts, entertainment and recreation","","Rate per 100,000 (3 year average)","Units","Estimated Value","1960"
"2017/18","Non-fatal injury","","","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1660"
"2020/21","Non-fatal injury","","","Scotland","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1630"
"2002/03","Non-fatal injury","","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3690"
"2005/06","Non-fatal injury","","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3120"
"2011/12","Non-fatal injury","","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2150"
"2014/15","Non-fatal injury","","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2060"
"2020/21","Non-fatal injury","","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1790"
"2002/03","Non-fatal injury","16 to 24","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4200"
"2005/06","Non-fatal injury","16 to 24","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3650"
"2011/12","Non-fatal injury","16 to 24","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2400"
"2017/18","Non-fatal injury","16 to 24","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2020"
"2020/21","Non-fatal injury","16 to 24","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2290"
"2002/03","Non-fatal injury","25 to 34","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3880"
"2005/06","Non-fatal injury","25 to 34","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3120"
"2008/09","Non-fatal injury","25 to 34","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2470"
"2014/15","Non-fatal injury","25 to 34","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1970"
"2020/21","Non-fatal injury","25 to 34","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1820"
"2002/03","Non-fatal injury","35 to 44","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3610"
"2005/06","Non-fatal injury","35 to 44","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2960"
"2017/18","Non-fatal injury","35 to 44","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1600"
"2020/21","Non-fatal injury","35 to 44","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1450"
"2020/21","Non-fatal injury","35 to 44","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1450"
"2002/03","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3420"
"2005/06","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3110"
"2008/09","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2820"
"2011/12","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2010"
"2017/18","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1870"
"2020/21","Non-fatal injury","45 to 54","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1860"
"2002/03","Non-fatal injury","55 and over","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3410"
"2005/06","Non-fatal injury","55 and over","","","","Human health and social work activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2890"
"2008/09","Non-fatal injury","55 and over","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2470"
"2014/15","Non-fatal injury","55 and over","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2170"
"2017/18","Non-fatal injury","55 and over","","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1890"
"2002/03","Non-fatal injury","","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4500"
"2005/06","Non-fatal injury","","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3730"
"2008/09","Non-fatal injury","","Male","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","3120"
"2011/12","Non-fatal injury","","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2480"
"2014/15","Non-fatal injury","","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2390"
"2017/18","Non-fatal injury","","Male","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2170"
"2017/18","Non-fatal injury","","Male","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2170"
"2020/21","Non-fatal injury","","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2010"
"2002/03","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","5280"
"2005/06","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4580"
"2008/09","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3620"
"2011/12","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2570"
"2014/15","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2650"
"2017/18","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2620"
"2020/21","Non-fatal injury","16 to 24","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2470"
"2002/03","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","5150"
"2005/06","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4110"
"2008/09","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3090"
"2011/12","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2660"
"2014/15","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2400"
"2017/18","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2300"
"2020/21","Non-fatal injury","25 to 34","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2250"
"2002/03","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","4570"
"2005/06","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3630"
"2008/09","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3280"
"2011/12","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2560"
"2014/15","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2210"
"2017/18","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1950"
"2020/21","Non-fatal injury","35 to 44","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1650"
"2002/03","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3870"
"2005/06","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3460"
"2008/09","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3090"
"2011/12","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2230"
"2014/15","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2460"
"2020/21","Non-fatal injury","45 to 54","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2050"
"2005/06","Non-fatal injury","55 and over","Male","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","3050"
"2011/12","Non-fatal injury","55 and over","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2430"
"2014/15","Non-fatal injury","55 and over","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2370"
"2017/18","Non-fatal injury","55 and over","Male","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2050"
"2002/03","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2730"
"2005/06","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2400"
"2008/09","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2150"
"2011/12","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1780"
"2014/15","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1690"
"2017/18","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1500"
"2020/21","Non-fatal injury","","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1550"
"2002/03","Non-fatal injury","16 to 24","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3050"
"2005/06","Non-fatal injury","16 to 24","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2670"
"2011/12","Non-fatal injury","16 to 24","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2220"
"2014/15","Non-fatal injury","16 to 24","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1810"
"2017/18","Non-fatal injury","16 to 24","Female","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1390"
"2002/03","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2350"
"2005/06","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1950"
"2008/09","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1750"
"2011/12","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1690"
"2014/15","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1460"
"2017/18","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1600"
"2020/21","Non-fatal injury","25 to 34","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1330"
"2002/03","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2500"
"2005/06","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2190"
"2008/09","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1900"
"2011/12","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1560"
"2014/15","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1340"
"2017/18","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1200"
"2020/21","Non-fatal injury","35 to 44","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1230"
"2002/03","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2920"
"2008/09","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2530"
"2011/12","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1780"
"2014/15","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1970"
"2017/18","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1570"
"2020/21","Non-fatal injury","45 to 54","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1650"
"2002/03","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","3180"
"2005/06","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2680"
"2008/09","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","2210"
"2011/12","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1850"
"2014/15","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1930"
"2017/18","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1700"
"2020/21","Non-fatal injury","55 and over","Female","","","","","Rate per 100,000 (3 year average)","Units","Estimated Value","1700"
"2002/03","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4980"
"2005/06","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","5360"
"2008/09","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","5090"
"2011/12","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","3840"
"2014/15","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4380"
"2017/18","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4110"
"2020/21","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4100"
"","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","5160"
"","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4730"
"","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","3980"
"","Non-fatal injury","","","","","Agriculture, forestry and fishing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4190"
"2002/03","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4620"
"2005/06","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","3710"
"2008/09","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2930"
"2011/12","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2580"
"2014/15","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2270"
"2017/18","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2130"
"","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","4040"
"","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2780"
"","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2310"
"","Non-fatal injury","","","","","Manufacturing","","Rate per 100,000 (3 year average)","Units","Estimated Value","2030"
"2002/03","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","5070"
"2005/06","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","4030"
"2008/09","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","3730"
"2011/12","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","2940"
"2014/15","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","3050"
"2017/18","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","2420"
"2020/21","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","2880"
"","Non-fatal injury","","","","","Construction","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4420"
"","Non-fatal injury","","","","","Construction","Process, plant and machine operatives","Rate per 100,000 (3 year average)","Units","Estimated Value","4420"
"","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","3450"
"","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","2950"
"","Non-fatal injury","","","","","Construction","","Rate per 100,000 (3 year average)","Units","Estimated Value","2620"
"2002/03","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","3200"
"2008/09","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2600"
"2011/12","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2140"
"2014/15","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2200"
"2017/18","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2220"
"2020/21","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2060"
"","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","3100"
"","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2450"
"","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2160"
"","Non-fatal injury","","","","","Wholesale and retail trade; repair of motor vehicles and motorcycles","","Rate per 100,000 (3 year average)","Units","Estimated Value","2130"
"2002/03","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","4450"
"2005/06","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","3700"
"2008/09","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","3700"
"2011/12","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","2870"
"2014/15","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","2500"
"2020/21","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","2080"
"","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","3940"
"","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","3410"
"","Non-fatal injury","","","","","Transportation and storage","Caring, leisure and other service occupations","Rate per 100,000 (3 year average)","Units","Estimated Value","2550"
"","Non-fatal injury","","","","","Transportation and storage","","Rate per 100,000 (3 year average)","Units","Estimated Value","1860"
"2002/03","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","4310"
"2005/06","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","3870"
"2014/15","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2570"
"2017/18","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2250"
"2020/21","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2420"
"","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","4050"
"","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2820"
"","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2610"
"","Non-fatal injury","","","","","Accommodation and food service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2340"
"2002/03","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1180"
"2005/06","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1060"
"2008/09","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","920"
"2011/12","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","780"
"2014/15","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","870"
"2017/18","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","720"
"2020/21","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","660"
"","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1100"
"","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","850"
"","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","860"
"","Non-fatal injury","","","","","Professional, scientific and technical activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","660"
"2002/03","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2820"
"2005/06","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2580"
"2008/09","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2420"
"2011/12","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1550"
"2014/15","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1670"
"2020/21","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1570"
"","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2650"
"","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","2080"
"","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1580"
"","Non-fatal injury","","","","","Administrative and support service activities","","Rate per 100,000 (3 year average)","Units","Estimated Value","1490"
"2002/03","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","3370"
"2005/06","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","3020"
"2008/09","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2760"
"2014/15","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2130"
"2020/21","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","1600"
"","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","3160"
"","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2490"
"","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2250"
"","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","1760"
"2014/15","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2130"
"2020/21","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","1600"
"","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","2250"
"","Non-fatal injury","","","","","Public administration and defence; compulsory social security","","Rate per 100,000 (3 year average)","Units","Estimated Value","1760"
"2002/03","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","2610"
"2005/06","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","2220"
"2008/09","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1960"
"2011/12","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1650"
"2014/15","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1680"
"2017/18","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1540"
"","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","2400"
"","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1820"
"","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1710"
"","Non-fatal injury","","","","","Education","","Rate per 100,000 (3 year average)","Units","Estimated Value","1440"
