"Year","Series","Bank account category","Sex","Age","Unit measure","Unit multiplier","Observation status","Value"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Male","55-59","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Male","60-64","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Male","65-74","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Male","75-84","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Male","85+","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Male","","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Male","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Male","25-34","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Male","35-44","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Male","45-54","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Male","55-59","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Male","60-64","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Male","65-74","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Male","75-84","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Company Share Scheme / profit sharing","Male","85+","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Male","","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Male","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Male","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Male","35-44","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Male","45-54","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Male","55-59","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Male","60-64","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Male","65-74","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Male","75-84","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","Male","85+","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Male","","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Male","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Male","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Male","35-44","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Male","45-54","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Male","55-59","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Male","60-64","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Male","65-74","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Male","75-84","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","Male","85+","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Female","","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Female","16-24","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Female","25-34","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Female","35-44","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Female","45-54","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Female","55-59","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Female","60-64","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Female","65-74","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Female","75-84","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Female","85+","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Female","","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Female","16-24","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Female","25-34","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Female","35-44","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Female","45-54","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Female","55-59","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Female","60-64","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Female","65-74","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Female","75-84","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Female","85+","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Female","","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Female","16-24","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Female","25-34","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Female","35-44","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Female","45-54","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Female","55-59","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Female","60-64","Percentage (%)","Units","Normal value","7"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Female","65-74","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Female","75-84","Percentage (%)","Units","Normal value","7"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Female","85+","Percentage (%)","Units","Normal value","8"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Female","","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Female","16-24","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Female","25-34","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Female","35-44","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Female","45-54","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Female","55-59","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Female","60-64","Percentage (%)","Units","Normal value","7"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Female","65-74","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Female","75-84","Percentage (%)","Units","Normal value","7"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Female","85+","Percentage (%)","Units","Normal value","8"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Female","","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Female","16-24","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Female","25-34","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Female","35-44","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Female","45-54","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Female","55-59","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Female","60-64","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Female","65-74","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Female","75-84","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Female","85+","Percentage (%)","Units","Normal value","91"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Female","","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Female","16-24","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Female","25-34","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Female","35-44","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Female","45-54","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Female","55-59","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Female","60-64","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Female","65-74","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Female","75-84","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Female","85+","Percentage (%)","Units","Normal value","90"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Female","","Percentage (%)","Units","Normal value","91"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Female","16-24","Percentage (%)","Units","Normal value","88"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Female","25-34","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Female","35-44","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Female","45-54","Percentage (%)","Units","Normal value","90"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Female","55-59","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Female","60-64","Percentage (%)","Units","Normal value","89"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Female","65-74","Percentage (%)","Units","Normal value","90"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Female","75-84","Percentage (%)","Units","Normal value","89"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Female","85+","Percentage (%)","Units","Normal value","87"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Female","","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Female","16-24","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Female","25-34","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Female","35-44","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Female","45-54","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Female","55-59","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Female","60-64","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Female","65-74","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Female","75-84","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Female","85+","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Female","","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Female","16-24","Percentage (%)","Units","Normal value","7"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Female","25-34","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Female","35-44","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Female","45-54","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Female","55-59","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Female","60-64","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Female","65-74","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Female","75-84","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Female","85+","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Female","","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Female","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Female","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Female","35-44","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Female","45-54","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Female","55-59","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Female","60-64","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Female","65-74","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Female","75-84","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Female","85+","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Female","","Percentage (%)","Units","Normal value","27"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Female","16-24","Percentage (%)","Units","Normal value","18"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Female","25-34","Percentage (%)","Units","Normal value","23"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Female","35-44","Percentage (%)","Units","Normal value","21"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Female","45-54","Percentage (%)","Units","Normal value","23"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Female","55-59","Percentage (%)","Units","Normal value","29"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Female","60-64","Percentage (%)","Units","Normal value","33"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Female","65-74","Percentage (%)","Units","Normal value","38"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Female","75-84","Percentage (%)","Units","Normal value","36"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Female","85+","Percentage (%)","Units","Normal value","27"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Female","","Percentage (%)","Units","Normal value","41"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Female","16-24","Percentage (%)","Units","Normal value","30"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Female","25-34","Percentage (%)","Units","Normal value","39"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Female","35-44","Percentage (%)","Units","Normal value","42"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Female","45-54","Percentage (%)","Units","Normal value","43"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Female","55-59","Percentage (%)","Units","Normal value","39"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Female","60-64","Percentage (%)","Units","Normal value","42"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Female","65-74","Percentage (%)","Units","Normal value","48"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Female","75-84","Percentage (%)","Units","Normal value","43"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Female","85+","Percentage (%)","Units","Normal value","36"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Female","","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Female","16-24","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Female","25-34","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Female","35-44","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Female","45-54","Percentage (%)","Units","Normal value","7"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Female","55-59","Percentage (%)","Units","Normal value","9"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Female","60-64","Percentage (%)","Units","Normal value","10"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Female","65-74","Percentage (%)","Units","Normal value","11"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Female","75-84","Percentage (%)","Units","Normal value","10"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Female","85+","Percentage (%)","Units","Normal value","10"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Female","","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Female","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Female","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Female","35-44","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Female","45-54","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Female","55-59","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Female","60-64","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Female","65-74","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Female","75-84","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Female","85+","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Female","","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Female","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Female","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Female","35-44","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Female","45-54","Percentage (%)","Units","Normal value","0"
