"Year","Series","Drug group","Local authority","Sex","Age","Ethnicity","Units","Observation status","Value"
"2021/22","People in treatment","Non-opiates","","","18 to 29","Mixed","Number","Normal value",1095
"2021/22","People in treatment","Non-opiates","","","18 to 29","Other","Number","Normal value",211
"2021/22","People in treatment","Non-opiates","","","18 to 29","White","Number","Normal value",19290
"2021/22","People in treatment","Non-opiates","","","30 to 49","","Number","Normal value",34712
"2021/22","People in treatment","Non-opiates","","","30 to 49","Asian","Number","Normal value",1283
"2021/22","People in treatment","Non-opiates","","","30 to 49","Black","Number","Normal value",1375
"2021/22","People in treatment","Non-opiates","","","30 to 49","Mixed","Number","Normal value",1237
"2021/22","People in treatment","Non-opiates","","","30 to 49","Other","Number","Normal value",257
"2021/22","People in treatment","Non-opiates","","","30 to 49","White","Number","Normal value",29684
"2021/22","People in treatment","Non-opiates","","","50 and over","","Number","Normal value",6146
"2021/22","People in treatment","Non-opiates","","","50 and over","Asian","Number","Normal value",131
"2021/22","People in treatment","Non-opiates","","","50 and over","Black","Number","Normal value",458
"2021/22","People in treatment","Non-opiates","","","50 and over","Mixed","Number","Normal value",180
"2021/22","People in treatment","Non-opiates","","","50 and over","Other","Number","Normal value",42
"2021/22","People in treatment","Non-opiates","","","50 and over","White","Number","Normal value",5192
"2021/22","People in treatment","Non-opiates","","Female","","","Number","Normal value",20060
"2021/22","People in treatment","Non-opiates","","Female","","Asian","Number","Normal value",378
"2021/22","People in treatment","Non-opiates","","Female","","Black","Number","Normal value",838
"2021/22","People in treatment","Non-opiates","","Female","","Mixed","Number","Normal value",970
"2021/22","People in treatment","Non-opiates","","Female","","Other","Number","Normal value",127
"2021/22","People in treatment","Non-opiates","","Female","","White","Number","Normal value",17136
"2021/22","People in treatment","Non-opiates","","Female","18 to 29","","Number","Normal value",8192
"2021/22","People in treatment","Non-opiates","","Female","18 to 29","Asian","Number","Normal value",180
"2021/22","People in treatment","Non-opiates","","Female","18 to 29","Black","Number","Normal value",364
"2021/22","People in treatment","Non-opiates","","Female","18 to 29","Mixed","Number","Normal value",481
"2021/22","People in treatment","Non-opiates","","Female","18 to 29","Other","Number","Normal value",63
"2021/22","People in treatment","Non-opiates","","Female","18 to 29","White","Number","Normal value",6776
"2021/22","People in treatment","Non-opiates","","Female","30 to 49","","Number","Normal value",10125
"2021/22","People in treatment","Non-opiates","","Female","30 to 49","Asian","Number","Normal value",168
"2021/22","People in treatment","Non-opiates","","Female","30 to 49","Black","Number","Normal value",373
"2021/22","People in treatment","Non-opiates","","Female","30 to 49","Mixed","Number","Normal value",433
"2021/22","People in treatment","Non-opiates","","Female","30 to 49","Other","Number","Normal value",58
"2021/22","People in treatment","Non-opiates","","Female","30 to 49","White","Number","Normal value",8858
"2021/22","People in treatment","Non-opiates","","Female","50 and over","","Number","Normal value",1743
"2021/22","People in treatment","Non-opiates","","Female","50 and over","Asian","Number","Normal value",30
"2021/22","People in treatment","Non-opiates","","Female","50 and over","Black","Number","Normal value",101
"2021/22","People in treatment","Non-opiates","","Female","50 and over","Mixed","Number","Normal value",56
"2021/22","People in treatment","Non-opiates","","Female","50 and over","Other","Number","Normal value",6
"2021/22","People in treatment","Non-opiates","","Female","50 and over","White","Number","Normal value",1502
"2021/22","People in treatment","Non-opiates","","Male","","","Number","Normal value",43900
"2021/22","People in treatment","Non-opiates","","Male","","Asian","Number","Normal value",1755
"2021/22","People in treatment","Non-opiates","","Male","","Black","Number","Normal value",1954
"2021/22","People in treatment","Non-opiates","","Male","","Mixed","Number","Normal value",1542
"2021/22","People in treatment","Non-opiates","","Male","","Other","Number","Normal value",383
"2021/22","People in treatment","Non-opiates","","Male","","White","Number","Normal value",37030
"2021/22","People in treatment","Non-opiates","","Male","18 to 29","","Number","Normal value",14910
"2021/22","People in treatment","Non-opiates","","Male","18 to 29","Asian","Number","Normal value",539
"2021/22","People in treatment","Non-opiates","","Male","18 to 29","Black","Number","Normal value",595
"2021/22","People in treatment","Non-opiates","","Male","18 to 29","Mixed","Number","Normal value",614
"2021/22","People in treatment","Non-opiates","","Male","18 to 29","Other","Number","Normal value",148
"2021/22","People in treatment","Non-opiates","","Male","18 to 29","White","Number","Normal value",12514
"2021/22","People in treatment","Non-opiates","","Male","30 to 49","","Number","Normal value",24587
"2021/22","People in treatment","Non-opiates","","Male","30 to 49","Asian","Number","Normal value",1115
"2021/22","People in treatment","Non-opiates","","Male","30 to 49","Black","Number","Normal value",1002
"2021/22","People in treatment","Non-opiates","","Male","30 to 49","Mixed","Number","Normal value",804
"2021/22","People in treatment","Non-opiates","","Male","30 to 49","Other","Number","Normal value",199
"2021/22","People in treatment","Non-opiates","","Male","30 to 49","White","Number","Normal value",20826
"2021/22","People in treatment","Non-opiates","","Male","50 and over","","Number","Normal value",4403
"2021/22","People in treatment","Non-opiates","","Male","50 and over","Asian","Number","Normal value",101
"2021/22","People in treatment","Non-opiates","","Male","50 and over","Black","Number","Normal value",357
"2021/22","People in treatment","Non-opiates","","Male","50 and over","Mixed","Number","Normal value",124
"2021/22","People in treatment","Non-opiates","","Male","50 and over","Other","Number","Normal value",36
"2021/22","People in treatment","Non-opiates","","Male","50 and over","White","Number","Normal value",3690
"2021/22","People in treatment","Non-opiates","Barnet","","","","Number","Normal value",425
"2021/22","People in treatment","Non-opiates","Barnet","","","Asian","Number","Normal value",40
"2021/22","People in treatment","Non-opiates","Barnet","","","Black","Number","Normal value",60
"2021/22","People in treatment","Non-opiates","Barnet","","","Mixed","Number","Normal value",30
"2021/22","People in treatment","Non-opiates","Barnet","","","Other","Number","Normal value",20
"2021/22","People in treatment","Non-opiates","Barnet","","","White","Number","Normal value",255
"2021/22","People in treatment","Non-opiates","Barnet","","18 to 29","","Number","Normal value",165
"2021/22","People in treatment","Non-opiates","Barnet","","18 to 29","Asian","Number","Normal value",15
"2021/22","People in treatment","Non-opiates","Barnet","","18 to 29","Black","Number","Normal value",25
"2021/22","People in treatment","Non-opiates","Barnet","","18 to 29","Mixed","Number","Normal value",20
"2021/22","People in treatment","Non-opiates","Barnet","","18 to 29","Other","Number","Normal value",10
"2021/22","People in treatment","Non-opiates","Barnet","","18 to 29","White","Number","Normal value",95
"2021/22","People in treatment","Non-opiates","Barnet","","30 to 49","","Number","Normal value",205
"2021/22","People in treatment","Non-opiates","Barnet","","30 to 49","Asian","Number","Normal value",25
"2021/22","People in treatment","Non-opiates","Barnet","","30 to 49","Black","Number","Normal value",25
"2021/22","People in treatment","Non-opiates","Barnet","","30 to 49","Mixed","Number","Normal value",10
"2021/22","People in treatment","Non-opiates","Barnet","","30 to 49","Other","Number","Normal value",5
"2021/22","People in treatment","Non-opiates","Barnet","","30 to 49","White","Number","Normal value",125
"2021/22","People in treatment","Non-opiates","Barnet","","50 and over","","Number","Normal value",50
"2021/22","People in treatment","Non-opiates","Barnet","","50 and over","Asian","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","","50 and over","Black","Number","Normal value",5
"2021/22","People in treatment","Non-opiates","Barnet","","50 and over","Mixed","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","","50 and over","Other","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","","50 and over","White","Number","Normal value",35
"2021/22","People in treatment","Non-opiates","Barnet","Female","","","Number","Normal value",150
"2021/22","People in treatment","Non-opiates","Barnet","Female","","Asian","Number","Normal value",10
"2021/22","People in treatment","Non-opiates","Barnet","Female","","Black","Number","Normal value",20
"2021/22","People in treatment","Non-opiates","Barnet","Female","","Mixed","Number","Normal value",10
"2021/22","People in treatment","Non-opiates","Barnet","Female","","Other","Number","Normal value",5
"2021/22","People in treatment","Non-opiates","Barnet","Female","","White","Number","Normal value",95
"2021/22","People in treatment","Non-opiates","Barnet","Female","18 to 29","","Number","Normal value",70
"2021/22","People in treatment","Non-opiates","Barnet","Female","18 to 29","Asian","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","Female","18 to 29","Black","Number","Normal value",10
"2021/22","People in treatment","Non-opiates","Barnet","Female","18 to 29","Mixed","Number","Normal value",5
"2021/22","People in treatment","Non-opiates","Barnet","Female","18 to 29","Other","Number","Normal value",5
"2021/22","People in treatment","Non-opiates","Barnet","Female","18 to 29","White","Number","Normal value",45
"2021/22","People in treatment","Non-opiates","Barnet","Female","30 to 49","","Number","Normal value",65
"2021/22","People in treatment","Non-opiates","Barnet","Female","30 to 49","Asian","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","Female","30 to 49","Black","Number","Normal value",10
"2021/22","People in treatment","Non-opiates","Barnet","Female","30 to 49","Mixed","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","Female","30 to 49","Other","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","Female","30 to 49","White","Number","Normal value",40
"2021/22","People in treatment","Non-opiates","Barnet","Female","50 and over","","Number","Normal value",15
"2021/22","People in treatment","Non-opiates","Barnet","Female","50 and over","Asian","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","Female","50 and over","Black","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","Female","50 and over","Mixed","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","Female","50 and over","Other","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","Female","50 and over","White","Number","Normal value",10
"2021/22","People in treatment","Non-opiates","Barnet","Male","","","Number","Normal value",275
"2021/22","People in treatment","Non-opiates","Barnet","Male","","Asian","Number","Normal value",35
"2021/22","People in treatment","Non-opiates","Barnet","Male","","Black","Number","Normal value",35
"2021/22","People in treatment","Non-opiates","Barnet","Male","","Mixed","Number","Normal value",25
"2021/22","People in treatment","Non-opiates","Barnet","Male","","Other","Number","Normal value",10
"2021/22","People in treatment","Non-opiates","Barnet","Male","","White","Number","Normal value",160
"2021/22","People in treatment","Non-opiates","Barnet","Male","18 to 29","","Number","Normal value",100
"2021/22","People in treatment","Non-opiates","Barnet","Male","18 to 29","Asian","Number","Normal value",10
"2021/22","People in treatment","Non-opiates","Barnet","Male","18 to 29","Black","Number","Normal value",15
"2021/22","People in treatment","Non-opiates","Barnet","Male","18 to 29","Mixed","Number","Normal value",10
"2021/22","People in treatment","Non-opiates","Barnet","Male","18 to 29","Other","Number","Normal value",5
"2021/22","People in treatment","Non-opiates","Barnet","Male","18 to 29","White","Number","Normal value",50
"2021/22","People in treatment","Non-opiates","Barnet","Male","30 to 49","","Number","Normal value",140
"2021/22","People in treatment","Non-opiates","Barnet","Male","30 to 49","Asian","Number","Normal value",25
"2021/22","People in treatment","Non-opiates","Barnet","Male","30 to 49","Black","Number","Normal value",15
"2021/22","People in treatment","Non-opiates","Barnet","Male","30 to 49","Mixed","Number","Normal value",10
"2021/22","People in treatment","Non-opiates","Barnet","Male","30 to 49","Other","Number","Normal value",5
"2021/22","People in treatment","Non-opiates","Barnet","Male","30 to 49","White","Number","Normal value",85
"2021/22","People in treatment","Non-opiates","Barnet","Male","50 and over","","Number","Normal value",35
"2021/22","People in treatment","Non-opiates","Barnet","Male","50 and over","Asian","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","Male","50 and over","Black","Number","Normal value",5
"2021/22","People in treatment","Non-opiates","Barnet","Male","50 and over","Mixed","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","Male","50 and over","Other","Number","Normal value",0
"2021/22","People in treatment","Non-opiates","Barnet","Male","50 and over","White","Number","Normal value",25
"2009/10","People in treatment","Alcohol","","","","","Number","Normal value",117079
"2009/10","People in treatment","Alcohol","","","","Asian","Number","Normal value",2210
"2009/10","People in treatment","Alcohol","","","","Black","Number","Normal value",2369
"2009/10","People in treatment","Alcohol","","","","Mixed","Number","Normal value",1625
"2009/10","People in treatment","Alcohol","","","","Other","Number","Normal value",503
"2009/10","People in treatment","Alcohol","","","","White","Number","Normal value",105176
"2009/10","People in treatment","Alcohol","","","18 to 29","","Number","Normal value",24393
"2009/10","People in treatment","Alcohol","","","18 to 29","Asian","Number","Normal value",460
"2009/10","People in treatment","Alcohol","","","18 to 29","Black","Number","Normal value",569
"2009/10","People in treatment","Alcohol","","","18 to 29","Mixed","Number","Normal value",549
"2009/10","People in treatment","Alcohol","","","18 to 29","Other","Number","Normal value",102
"2009/10","People in treatment","Alcohol","","","18 to 29","White","Number","Normal value",21759
"2009/10","People in treatment","Alcohol","","","30 to 49","","Number","Normal value",66678
"2009/10","People in treatment","Alcohol","","","30 to 49","Asian","Number","Normal value",1338
"2009/10","People in treatment","Alcohol","","","30 to 49","Black","Number","Normal value",1502
"2009/10","People in treatment","Alcohol","","","30 to 49","Mixed","Number","Normal value",922
"2009/10","People in treatment","Alcohol","","","30 to 49","Other","Number","Normal value",308
"2009/10","People in treatment","Alcohol","","","30 to 49","White","Number","Normal value",59578
"2009/10","People in treatment","Alcohol","","","50 and over","","Number","Normal value",26008
"2009/10","People in treatment","Alcohol","","","50 and over","Asian","Number","Normal value",412
"2009/10","People in treatment","Alcohol","","","50 and over","Black","Number","Normal value",298
"2009/10","People in treatment","Alcohol","","","50 and over","Mixed","Number","Normal value",154
"2009/10","People in treatment","Alcohol","","","50 and over","Other","Number","Normal value",93
"2009/10","People in treatment","Alcohol","","","50 and over","White","Number","Normal value",23839
"2009/10","People in treatment","Alcohol","","Female","","","Number","Normal value",40370
"2009/10","People in treatment","Alcohol","","Female","","Asian","Number","Normal value",379
"2009/10","People in treatment","Alcohol","","Female","","Black","Number","Normal value",767
"2009/10","People in treatment","Alcohol","","Female","","Mixed","Number","Normal value",601
"2009/10","People in treatment","Alcohol","","Female","","Other","Number","Normal value",148
"2009/10","People in treatment","Alcohol","","Female","","White","Number","Normal value",36644
"2009/10","People in treatment","Alcohol","","Female","18 to 29","","Number","Normal value",7597
"2009/10","People in treatment","Alcohol","","Female","18 to 29","Asian","Number","Normal value",91
"2009/10","People in treatment","Alcohol","","Female","18 to 29","Black","Number","Normal value",183
"2009/10","People in treatment","Alcohol","","Female","18 to 29","Mixed","Number","Normal value",188
"2009/10","People in treatment","Alcohol","","Female","18 to 29","Other","Number","Normal value",27
"2009/10","People in treatment","Alcohol","","Female","18 to 29","White","Number","Normal value",6768
"2009/10","People in treatment","Alcohol","","Female","30 to 49","","Number","Normal value",23274
"2009/10","People in treatment","Alcohol","","Female","30 to 49","Asian","Number","Normal value",248
"2009/10","People in treatment","Alcohol","","Female","30 to 49","Black","Number","Normal value",490
"2009/10","People in treatment","Alcohol","","Female","30 to 49","Mixed","Number","Normal value",362
"2009/10","People in treatment","Alcohol","","Female","30 to 49","Other","Number","Normal value",86
"2009/10","People in treatment","Alcohol","","Female","30 to 49","White","Number","Normal value",21025
"2009/10","People in treatment","Alcohol","","Female","50 and over","","Number","Normal value",9499
"2009/10","People in treatment","Alcohol","","Female","50 and over","Asian","Number","Normal value",40
"2009/10","People in treatment","Alcohol","","Female","50 and over","Black","Number","Normal value",94
"2009/10","People in treatment","Alcohol","","Female","50 and over","Mixed","Number","Normal value",51
"2009/10","People in treatment","Alcohol","","Female","50 and over","Other","Number","Normal value",35
"2009/10","People in treatment","Alcohol","","Female","50 and over","White","Number","Normal value",8851
"2009/10","People in treatment","Alcohol","","Male","","","Number","Normal value",76709
"2009/10","People in treatment","Alcohol","","Male","","Asian","Number","Normal value",1831
"2009/10","People in treatment","Alcohol","","Male","","Black","Number","Normal value",1602
"2009/10","People in treatment","Alcohol","","Male","","Mixed","Number","Normal value",1024
"2009/10","People in treatment","Alcohol","","Male","","Other","Number","Normal value",355
"2009/10","People in treatment","Alcohol","","Male","","White","Number","Normal value",68532
"2009/10","People in treatment","Alcohol","","Male","18 to 29","","Number","Normal value",16796
"2009/10","People in treatment","Alcohol","","Male","18 to 29","Asian","Number","Normal value",369
"2009/10","People in treatment","Alcohol","","Male","18 to 29","Black","Number","Normal value",386
"2009/10","People in treatment","Alcohol","","Male","18 to 29","Mixed","Number","Normal value",361
"2009/10","People in treatment","Alcohol","","Male","18 to 29","Other","Number","Normal value",75
"2009/10","People in treatment","Alcohol","","Male","18 to 29","White","Number","Normal value",14991
"2009/10","People in treatment","Alcohol","","Male","30 to 49","","Number","Normal value",43404
"2009/10","People in treatment","Alcohol","","Male","30 to 49","Asian","Number","Normal value",1090
"2009/10","People in treatment","Alcohol","","Male","30 to 49","Black","Number","Normal value",1012
"2009/10","People in treatment","Alcohol","","Male","30 to 49","Mixed","Number","Normal value",560
"2009/10","People in treatment","Alcohol","","Male","30 to 49","Other","Number","Normal value",222
"2009/10","People in treatment","Alcohol","","Male","30 to 49","White","Number","Normal value",38553
"2009/10","People in treatment","Alcohol","","Male","50 and over","","Number","Normal value",16509
"2009/10","People in treatment","Alcohol","","Male","50 and over","Asian","Number","Normal value",372
"2009/10","People in treatment","Alcohol","","Male","50 and over","Black","Number","Normal value",204
"2009/10","People in treatment","Alcohol","","Male","50 and over","Mixed","Number","Normal value",103
"2009/10","People in treatment","Alcohol","","Male","50 and over","Other","Number","Normal value",58
"2009/10","People in treatment","Alcohol","","Male","50 and over","White","Number","Normal value",14988
"2009/10","People in treatment","Alcohol","Barnet","","","","Number","Normal value",455
"2009/10","People in treatment","Alcohol","Barnet","","","Asian","Number","Normal value",15
"2009/10","People in treatment","Alcohol","Barnet","","","Black","Number","Normal value",20
"2009/10","People in treatment","Alcohol","Barnet","","","Mixed","Number","Normal value",20
"2009/10","People in treatment","Alcohol","Barnet","","","Other","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","","","White","Number","Normal value",380
"2009/10","People in treatment","Alcohol","Barnet","","18 to 29","","Number","Normal value",90
"2009/10","People in treatment","Alcohol","Barnet","","18 to 29","Asian","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","","18 to 29","Black","Number","Normal value",10
"2009/10","People in treatment","Alcohol","Barnet","","18 to 29","Mixed","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","","18 to 29","Other","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","","18 to 29","White","Number","Normal value",75
"2009/10","People in treatment","Alcohol","Barnet","","30 to 49","","Number","Normal value",265
"2009/10","People in treatment","Alcohol","Barnet","","30 to 49","Asian","Number","Normal value",10
"2009/10","People in treatment","Alcohol","Barnet","","30 to 49","Black","Number","Normal value",10
"2009/10","People in treatment","Alcohol","Barnet","","30 to 49","Mixed","Number","Normal value",15
"2009/10","People in treatment","Alcohol","Barnet","","30 to 49","Other","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","","30 to 49","White","Number","Normal value",210
"2009/10","People in treatment","Alcohol","Barnet","","50 and over","","Number","Normal value",105
"2009/10","People in treatment","Alcohol","Barnet","","50 and over","Asian","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","","50 and over","Black","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","","50 and over","Mixed","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","","50 and over","Other","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","","50 and over","White","Number","Normal value",95
"2009/10","People in treatment","Alcohol","Barnet","Female","","","Number","Normal value",155
"2009/10","People in treatment","Alcohol","Barnet","Female","","Asian","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","Female","","Black","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","Female","","Mixed","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","Female","","Other","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Female","","White","Number","Normal value",125
"2009/10","People in treatment","Alcohol","Barnet","Female","18 to 29","","Number","Normal value",25
"2009/10","People in treatment","Alcohol","Barnet","Female","18 to 29","Asian","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Female","18 to 29","Black","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","Female","18 to 29","Mixed","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Female","18 to 29","Other","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Female","18 to 29","White","Number","Normal value",20
"2009/10","People in treatment","Alcohol","Barnet","Female","30 to 49","","Number","Normal value",90
"2009/10","People in treatment","Alcohol","Barnet","Female","30 to 49","Asian","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","Female","30 to 49","Black","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Female","30 to 49","Mixed","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","Female","30 to 49","Other","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Female","30 to 49","White","Number","Normal value",75
"2009/10","People in treatment","Alcohol","Barnet","Female","50 and over","","Number","Normal value",40
"2009/10","People in treatment","Alcohol","Barnet","Female","50 and over","Asian","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Female","50 and over","Black","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Female","50 and over","Mixed","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Female","50 and over","Other","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Female","50 and over","White","Number","Normal value",35
"2009/10","People in treatment","Alcohol","Barnet","Male","","","Number","Normal value",300
"2009/10","People in treatment","Alcohol","Barnet","Male","","Asian","Number","Normal value",10
"2009/10","People in treatment","Alcohol","Barnet","Male","","Black","Number","Normal value",10
"2009/10","People in treatment","Alcohol","Barnet","Male","","Mixed","Number","Normal value",15
"2009/10","People in treatment","Alcohol","Barnet","Male","","Other","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","Male","","White","Number","Normal value",250
"2009/10","People in treatment","Alcohol","Barnet","Male","18 to 29","","Number","Normal value",60
"2009/10","People in treatment","Alcohol","Barnet","Male","18 to 29","Asian","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Male","18 to 29","Black","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","Male","18 to 29","Mixed","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","Male","18 to 29","Other","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Male","18 to 29","White","Number","Normal value",50
"2009/10","People in treatment","Alcohol","Barnet","Male","30 to 49","","Number","Normal value",175
"2009/10","People in treatment","Alcohol","Barnet","Male","30 to 49","Asian","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","Male","30 to 49","Black","Number","Normal value",5
"2009/10","People in treatment","Alcohol","Barnet","Male","30 to 49","Mixed","Number","Normal value",15
"2009/10","People in treatment","Alcohol","Barnet","Male","30 to 49","Other","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Male","30 to 49","White","Number","Normal value",135
"2009/10","People in treatment","Alcohol","Barnet","Male","50 and over","","Number","Normal value",65
"2009/10","People in treatment","Alcohol","Barnet","Male","50 and over","Asian","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Male","50 and over","Black","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Male","50 and over","Mixed","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Male","50 and over","Other","Number","Normal value",0
"2009/10","People in treatment","Alcohol","Barnet","Male","50 and over","White","Number","Normal value",60
"2010/11","People in treatment","Alcohol","","","","","Number","Normal value",116243
"2010/11","People in treatment","Alcohol","","","","Asian","Number","Normal value",2427
"2010/11","People in treatment","Alcohol","","","","Black","Number","Normal value",2463
"2010/11","People in treatment","Alcohol","","","","Mixed","Number","Normal value",1699
"2010/11","People in treatment","Alcohol","","","","Other","Number","Normal value",568
"2010/11","People in treatment","Alcohol","","","","White","Number","Normal value",103591
"2010/11","People in treatment","Alcohol","","","18 to 29","","Number","Normal value",23047
"2010/11","People in treatment","Alcohol","","","18 to 29","Asian","Number","Normal value",475
"2010/11","People in treatment","Alcohol","","","18 to 29","Black","Number","Normal value",604
"2010/11","People in treatment","Alcohol","","","18 to 29","Mixed","Number","Normal value",568
"2010/11","People in treatment","Alcohol","","","18 to 29","Other","Number","Normal value",117
"2010/11","People in treatment","Alcohol","","","18 to 29","White","Number","Normal value",20412
"2010/11","People in treatment","Alcohol","","","30 to 49","","Number","Normal value",66067
"2010/11","People in treatment","Alcohol","","","30 to 49","Asian","Number","Normal value",1441
"2010/11","People in treatment","Alcohol","","","30 to 49","Black","Number","Normal value",1526
"2010/11","People in treatment","Alcohol","","","30 to 49","Mixed","Number","Normal value",945
"2010/11","People in treatment","Alcohol","","","30 to 49","Other","Number","Normal value",368
"2010/11","People in treatment","Alcohol","","","30 to 49","White","Number","Normal value",58457
"2010/11","People in treatment","Alcohol","","","50 and over","","Number","Normal value",27129
"2010/11","People in treatment","Alcohol","","","50 and over","Asian","Number","Normal value",511
"2010/11","People in treatment","Alcohol","","","50 and over","Black","Number","Normal value",333
"2010/11","People in treatment","Alcohol","","","50 and over","Mixed","Number","Normal value",186
"2010/11","People in treatment","Alcohol","","","50 and over","Other","Number","Normal value",83
"2010/11","People in treatment","Alcohol","","","50 and over","White","Number","Normal value",24722
"2010/11","People in treatment","Alcohol","","Female","","","Number","Normal value",40338
"2010/11","People in treatment","Alcohol","","Female","","Asian","Number","Normal value",388
"2010/11","People in treatment","Alcohol","","Female","","Black","Number","Normal value",768
"2010/11","People in treatment","Alcohol","","Female","","Mixed","Number","Normal value",624
"2010/11","People in treatment","Alcohol","","Female","","Other","Number","Normal value",161
"2010/11","People in treatment","Alcohol","","Female","","White","Number","Normal value",36416
"2010/11","People in treatment","Alcohol","","Female","18 to 29","","Number","Normal value",7112
"2010/11","People in treatment","Alcohol","","Female","18 to 29","Asian","Number","Normal value",88
"2010/11","People in treatment","Alcohol","","Female","18 to 29","Black","Number","Normal value",189
"2010/11","People in treatment","Alcohol","","Female","18 to 29","Mixed","Number","Normal value",197
"2010/11","People in treatment","Alcohol","","Female","18 to 29","Other","Number","Normal value",31
"2010/11","People in treatment","Alcohol","","Female","18 to 29","White","Number","Normal value",6302
"2010/11","People in treatment","Alcohol","","Female","30 to 49","","Number","Normal value",23363
"2010/11","People in treatment","Alcohol","","Female","30 to 49","Asian","Number","Normal value",247
"2010/11","People in treatment","Alcohol","","Female","30 to 49","Black","Number","Normal value",490
"2010/11","People in treatment","Alcohol","","Female","30 to 49","Mixed","Number","Normal value",353
"2010/11","People in treatment","Alcohol","","Female","30 to 49","Other","Number","Normal value",101
"2010/11","People in treatment","Alcohol","","Female","30 to 49","White","Number","Normal value",20967
"2010/11","People in treatment","Alcohol","","Female","50 and over","","Number","Normal value",9863
"2010/11","People in treatment","Alcohol","","Female","50 and over","Asian","Number","Normal value",53
"2010/11","People in treatment","Alcohol","","Female","50 and over","Black","Number","Normal value",89
"2010/11","People in treatment","Alcohol","","Female","50 and over","Mixed","Number","Normal value",74
"2010/11","People in treatment","Alcohol","","Female","50 and over","Other","Number","Normal value",29
"2010/11","People in treatment","Alcohol","","Female","50 and over","White","Number","Normal value",9147
"2010/11","People in treatment","Alcohol","","Male","","","Number","Normal value",75905
"2010/11","People in treatment","Alcohol","","Male","","Asian","Number","Normal value",2039
"2010/11","People in treatment","Alcohol","","Male","","Black","Number","Normal value",1695
"2010/11","People in treatment","Alcohol","","Male","","Mixed","Number","Normal value",1075
"2010/11","People in treatment","Alcohol","","Male","","Other","Number","Normal value",407
"2010/11","People in treatment","Alcohol","","Male","","White","Number","Normal value",67175
"2010/11","People in treatment","Alcohol","","Male","18 to 29","","Number","Normal value",15935
"2010/11","People in treatment","Alcohol","","Male","18 to 29","Asian","Number","Normal value",387
"2010/11","People in treatment","Alcohol","","Male","18 to 29","Black","Number","Normal value",415
"2010/11","People in treatment","Alcohol","","Male","18 to 29","Mixed","Number","Normal value",371
"2010/11","People in treatment","Alcohol","","Male","18 to 29","Other","Number","Normal value",86
